,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
5211,2017,2017-10-22,1845,German Bundesliga,FC Koln,Werder Bremen,59.92,66.59,0.3778,0.3442,0.278,1.32,1.25,50.0,38.1,0.0,0.0,1.87,0.75,1.68,1.54,0.0,0.0
6767,2017,2017-12-16,1845,German Bundesliga,FC Koln,Wolfsburg,55.57,69.37,0.3094,0.4149,0.2757,1.17,1.4,16.5,15.5,1.0,0.0,2.18,0.47,1.38,1.1,1.05,0.0
10564,2017,2018-05-12,1845,German Bundesliga,Freiburg,Augsburg,58.02,66.47,0.3602,0.3565,0.2833,1.25,1.24,27.8,0.0,2.0,0.0,0.87,0.2,1.3,1.08,2.1,0.0
8453,2017,2018-03-04,1845,German Bundesliga,Freiburg,Bayern Munich,64.44,91.83,0.134,0.6737,0.1923,0.91,2.27,9.0,0.3,0.0,4.0,0.55,1.47,0.76,2.4,0.0,4.2
3771,2017,2017-09-09,1845,German Bundesliga,Freiburg,Dortmund,62.44,86.65,0.1835,0.6074,0.2091,1.12,2.18,33.5,43.2,0.0,0.0,0.44,1.7,0.25,2.91,0.0,0.0
3400,2017,2017-08-20,1845,German Bundesliga,Freiburg,Eintracht Frankfurt,64.78,66.25,0.4354,0.2873,0.2773,1.41,1.1,28.0,27.7,0.0,0.0,0.27,1.56,0.67,2.09,0.0,0.0
10051,2017,2018-04-28,1845,German Bundesliga,Freiburg,FC Koln,57.6,59.34,0.4234,0.3071,0.2696,1.46,1.2,47.3,2.9,3.0,2.0,2.82,1.71,1.9,1.46,3.15,2.1
6335,2017,2017-12-01,1845,German Bundesliga,Freiburg,Hamburg SV,57.94,61.7,0.4094,0.3063,0.2843,1.33,1.11,55.8,39.4,0.0,0.0,1.03,0.54,1.56,1.08,0.0,0.0
4251,2017,2017-09-20,1845,German Bundesliga,Freiburg,Hannover 96,60.26,57.82,0.4744,0.2467,0.2789,1.44,0.96,,,1.0,1.0,2.61,1.36,1.8,0.96,1.05,1.05
5228,2017,2017-10-22,1845,German Bundesliga,Freiburg,Hertha Berlin,60.42,64.21,0.4083,0.2963,0.2954,1.25,1.02,39.7,23.3,1.0,1.0,2.63,1.51,1.78,1.35,1.05,1.05
4700,2017,2017-10-01,1845,German Bundesliga,Freiburg,Hoffenheim,60.68,73.22,0.3161,0.4101,0.2738,1.2,1.41,40.1,65.6,3.0,2.0,1.01,0.66,1.44,1.83,2.71,2.1
7600,2017,2018-02-03,1845,German Bundesliga,Freiburg,Leverkusen,63.09,78.46,0.2834,0.4732,0.2433,1.33,1.77,13.2,62.0,0.0,0.0,0.72,0.95,0.72,1.92,0.0,0.0
6704,2017,2017-12-12,1845,German Bundesliga,Freiburg,M'gladbach,60.08,71.04,0.3353,0.4151,0.2496,1.45,1.63,31.5,31.5,1.0,0.0,1.6,0.29,0.81,1.16,1.05,0.0
6142,2017,2017-11-25,1845,German Bundesliga,Freiburg,Mainz,57.42,64.65,0.3739,0.3392,0.2869,1.25,1.18,46.6,20.6,2.0,1.0,1.77,0.88,0.68,1.12,1.58,1.05
7283,2017,2018-01-20,1845,German Bundesliga,Freiburg,RB Leipzig,61.32,73.77,0.3187,0.4299,0.2514,1.38,1.64,34.9,74.0,2.0,1.0,0.61,0.72,1.12,2.2,2.1,1.05
5638,2017,2017-11-04,1845,German Bundesliga,Freiburg,Schalke 04,58.66,73.39,0.2967,0.4227,0.2806,1.1,1.37,41.3,55.6,0.0,1.0,0.52,0.76,0.81,0.37,0.0,1.05
8734,2017,2018-03-16,1845,German Bundesliga,Freiburg,Stuttgart,62.97,63.22,0.4383,0.2548,0.307,1.22,0.86,10.3,1.2,1.0,2.0,0.3,2.26,1.13,1.28,1.05,2.1
7977,2017,2018-02-17,1845,German Bundesliga,Freiburg,Werder Bremen,63.02,68.65,0.3888,0.3389,0.2723,1.38,1.27,21.6,18.3,1.0,0.0,1.76,0.35,1.09,1.43,1.05,0.0
9276,2017,2018-04-07,1845,German Bundesliga,Freiburg,Wolfsburg,60.36,62.94,0.4154,0.2801,0.3045,1.21,0.94,18.0,33.0,0.0,2.0,1.23,0.62,2.05,0.62,0.0,1.76
3312,2017,2017-08-19,1845,German Bundesliga,Hamburg SV,Augsburg,62.91,62.51,0.4509,0.2686,0.2805,1.41,1.02,31.7,27.7,1.0,0.0,0.73,0.6,0.97,2.21,1.05,0.0
5175,2017,2017-10-21,1845,German Bundesliga,Hamburg SV,Bayern Munich,59.27,92.87,0.0935,0.7541,0.1524,0.86,2.69,40.1,66.1,0.0,1.0,0.2,2.18,0.35,3.03,0.0,0.84
4250,2017,2017-09-20,1845,German Bundesliga,Hamburg SV,Dortmund,61.06,87.76,0.1614,0.6273,0.2112,0.96,2.1,,,0.0,3.0,0.21,3.11,0.84,2.26,0.0,2.92
6703,2017,2017-12-12,1845,German Bundesliga,Hamburg SV,Eintracht Frankfurt,62.32,70.31,0.3548,0.3229,0.3223,1.03,0.96,28.5,28.5,1.0,2.0,1.98,1.04,2.64,0.83,1.05,2.1
7308,2017,2018-01-20,1845,German Bundesliga,Hamburg SV,FC Koln,61.59,57.61,0.4829,0.2371,0.28,1.44,0.92,58.1,39.7,0.0,2.0,0.89,1.38,1.18,1.19,0.0,2.1
9813,2017,2018-04-21,1845,German Bundesliga,Hamburg SV,Freiburg,58.62,58.24,0.4476,0.2593,0.2931,1.32,0.93,12.4,33.7,1.0,0.0,1.76,0.91,1.79,1.03,1.05,0.0
7699,2017,2018-02-04,1845,German Bundesliga,Hamburg SV,Hannover 96,60.57,63.68,0.4099,0.3098,0.2803,1.36,1.14,52.9,13.4,1.0,1.0,1.36,1.6,1.4,1.17,1.05,1.05
8770,2017,2018-03-17,1845,German Bundesliga,Hamburg SV,Hertha Berlin,58.41,64.89,0.3714,0.307,0.3215,1.06,0.93,24.1,1.6,1.0,2.0,0.8,2.68,1.42,1.43,1.05,2.1
6226,2017,2017-11-26,1845,German Bundesliga,Hamburg SV,Hoffenheim,59.58,71.57,0.3218,0.4048,0.2734,1.22,1.4,42.7,55.1,3.0,0.0,1.74,0.59,1.15,1.19,2.56,0.0
7978,2017,2018-02-17,1845,German Bundesliga,Hamburg SV,Leverkusen,60.31,77.34,0.2666,0.4653,0.2681,1.08,1.52,48.8,79.4,1.0,2.0,1.06,1.93,1.45,1.87,1.05,2.1
10570,2017,2018-05-12,1845,German Bundesliga,Hamburg SV,M'gladbach,60.84,70.29,0.3484,0.3892,0.2624,1.37,1.46,0.0,0.0,2.0,1.0,2.17,1.4,1.62,0.92,2.1,1.05
8360,2017,2018-03-03,1845,German Bundesliga,Hamburg SV,Mainz,59.76,63.53,0.4006,0.3054,0.2939,1.25,1.05,36.5,46.7,0.0,0.0,1.75,0.44,2.29,0.24,0.0,0.0
3740,2017,2017-09-08,1845,German Bundesliga,Hamburg SV,RB Leipzig,64.12,75.05,0.3297,0.403,0.2673,1.28,1.45,30.5,52.7,0.0,2.0,0.69,1.2,0.63,1.88,0.0,1.99
9318,2017,2018-04-07,1845,German Bundesliga,Hamburg SV,Schalke 04,57.52,76.16,0.2537,0.4517,0.2947,0.91,1.31,23.3,20.2,3.0,2.0,2.49,1.73,1.77,1.36,3.15,2.1
5639,2017,2017-11-04,1845,German Bundesliga,Hamburg SV,Stuttgart,58.87,61.47,0.4167,0.2926,0.2907,1.3,1.04,50.4,29.1,3.0,1.0,1.72,1.1,2.17,0.47,2.52,1.05
4645,2017,2017-09-30,1845,German Bundesliga,Hamburg SV,Werder Bremen,58.26,68.24,0.3433,0.3822,0.2744,1.27,1.35,43.6,28.7,0.0,0.0,1.02,0.43,1.58,0.81,0.0,0.0
6583,2017,2017-12-09,1845,German Bundesliga,Hamburg SV,Wolfsburg,61.83,69.42,0.3645,0.3503,0.2852,1.24,1.21,39.5,19.7,0.0,0.0,0.91,0.1,1.64,0.45,0.0,0.0
8549,2017,2018-03-10,1845,German Bundesliga,Hannover 96,Augsburg,64.02,67.22,0.4156,0.3106,0.2738,1.41,1.19,4.4,4.5,1.0,3.0,1.09,1.96,2.24,1.67,1.05,2.82
9812,2017,2018-04-21,1845,German Bundesliga,Hannover 96,Bayern Munich,63.11,93.48,0.1034,0.7406,0.156,0.93,2.71,0.2,0.0,0.0,3.0,0.31,1.83,0.35,2.31,0.0,2.59
5369,2017,2017-10-28,1845,German Bundesliga,Hannover 96,Dortmund,58.93,86.97,0.1559,0.6426,0.2015,1.0,2.22,19.7,52.4,4.0,2.0,2.45,1.01,1.24,1.5,3.04,2.1
4881,2017,2017-10-14,1845,German Bundesliga,Hannover 96,Eintracht Frankfurt,58.12,67.76,0.3438,0.3462,0.31,1.06,1.07,33.2,34.1,1.0,2.0,0.8,0.83,0.95,1.2,1.05,2.1
4418,2017,2017-09-24,1845,German Bundesliga,Hannover 96,FC Koln,57.75,63.35,0.3862,0.33,0.2838,1.29,1.17,32.7,43.2,0.0,0.0,1.3,1.05,1.45,0.48,0.0,0.0
7785,2017,2018-02-10,1845,German Bundesliga,Hannover 96,Freiburg,63.94,62.87,0.4645,0.2746,0.2609,1.58,1.16,10.5,16.0,2.0,1.0,0.81,1.06,0.67,1.27,2.1,1.05
4009,2017,2017-09-15,1845,German Bundesliga,Hannover 96,Hamburg SV,56.23,62.63,0.3778,0.3272,0.295,1.21,1.1,39.5,28.9,2.0,0.0,2.06,0.58,1.42,1.22,1.8,0.0
10303,2017,2018-05-05,1845,German Bundesliga,Hannover 96,Hertha Berlin,62.16,67.5,0.3935,0.3227,0.2838,1.31,1.16,0.0,0.0,3.0,1.0,1.57,1.08,1.03,1.52,3.15,1.05
6656,2017,2017-12-10,1845,German Bundesliga,Hannover 96,Hoffenheim,60.18,70.52,0.3413,0.3913,0.2673,1.31,1.42,17.8,44.3,2.0,0.0,1.59,0.87,1.3,1.79,1.71,0.0
6845,2017,2017-12-17,1845,German Bundesliga,Hannover 96,Leverkusen,60.94,77.96,0.2693,0.4817,0.2491,1.22,1.71,16.6,75.4,4.0,4.0,2.44,1.77,2.55,1.46,4.2,4.2
8178,2017,2018-02-24,1845,German Bundesliga,Hannover 96,M'gladbach,64.34,69.46,0.3962,0.3418,0.262,1.48,1.36,11.8,17.5,0.0,1.0,2.25,1.57,3.26,1.28,0.0,1.05
7157,2017,2018-01-13,1845,German Bundesliga,Hannover 96,Mainz,62.47,63.61,0.4425,0.2936,0.2639,1.53,1.2,16.0,33.8,3.0,2.0,1.94,0.56,1.86,1.27,3.15,2.1
9026,2017,2018-03-31,1845,German Bundesliga,Hannover 96,RB Leipzig,62.61,75.37,0.3129,0.4245,0.2626,1.27,1.52,3.9,88.9,2.0,3.0,1.1,2.49,2.41,1.81,2.1,2.99
3644,2017,2017-08-27,1845,German Bundesliga,Hannover 96,Schalke 04,54.38,72.48,0.2657,0.4604,0.2739,1.05,1.47,40.9,45.4,1.0,0.0,0.91,0.47,1.23,1.38,1.05,0.0
6112,2017,2017-11-24,1845,German Bundesliga,Hannover 96,Stuttgart,59.58,61.11,0.4322,0.2902,0.2776,1.41,1.1,21.4,23.2,1.0,1.0,1.91,1.56,1.53,0.96,1.05,1.05
9243,2017,2018-04-06,1845,German Bundesliga,Hannover 96,Werder Bremen,62.35,71.54,0.3535,0.384,0.2625,1.38,1.45,5.9,1.0,2.0,1.0,1.88,1.91,0.83,1.45,2.1,1.05
7507,2017,2018-01-28,1845,German Bundesliga,Hannover 96,Wolfsburg,63.98,66.49,0.4269,0.3065,0.2666,1.49,1.22,21.6,21.2,0.0,1.0,0.97,0.29,1.76,0.47,0.0,1.05
10049,2017,2018-04-28,1845,German Bundesliga,Hertha Berlin,Augsburg,67.88,66.94,0.4517,0.255,0.2933,1.32,0.92,0.0,0.0,2.0,2.0,1.45,0.75,0.85,1.11,2.1,2.1
4719,2017,2017-10-01,1845,German Bundesliga,Hertha Berlin,Bayern Munich,65.88,92.81,0.1312,0.6705,0.1982,0.85,2.18,27.8,70.0,2.0,2.0,1.52,1.23,1.21,2.34,2.1,2.1
7258,2017,2018-01-19,1845,German Bundesliga,Hertha Berlin,Dortmund,65.08,82.38,0.2564,0.5158,0.2278,1.35,1.99,19.1,67.7,1.0,1.0,0.92,1.79,0.78,2.12,1.05,1.05
6443,2017,2017-12-03,1845,German Bundesliga,Hertha Berlin,Eintracht Frankfurt,64.88,69.78,0.3941,0.3118,0.2941,1.24,1.07,14.2,28.7,1.0,2.0,1.09,0.4,1.04,0.54,1.05,2.1
9525,2017,2018-04-14,1845,German Bundesliga,Hertha Berlin,FC Koln,66.04,59.26,0.5125,0.2216,0.2659,1.56,0.93,0.0,16.0,2.0,1.0,1.69,1.54,2.12,2.56,2.1,1.05
8551,2017,2018-03-10,1845,German Bundesliga,Hertha Berlin,Freiburg,64.69,62.99,0.4589,0.2489,0.2923,1.33,0.9,4.0,11.5,0.0,0.0,1.34,0.35,1.31,0.29,0.0,0.0
5371,2017,2017-10-28,1845,German Bundesliga,Hertha Berlin,Hamburg SV,63.96,58.71,0.4935,0.2138,0.2927,1.35,0.79,28.7,43.3,2.0,1.0,0.88,0.92,1.12,1.37,2.1,1.05
6716,2017,2017-12-13,1845,German Bundesliga,Hertha Berlin,Hannover 96,63.94,61.38,0.4754,0.2562,0.2684,1.52,1.05,21.7,21.7,3.0,1.0,2.23,1.88,0.83,1.61,2.81,1.05
7603,2017,2018-02-03,1845,German Bundesliga,Hertha Berlin,Hoffenheim,64.89,68.36,0.4109,0.3202,0.2688,1.45,1.25,11.7,34.7,1.0,1.0,1.25,1.9,0.83,2.19,1.05,1.05
4253,2017,2017-09-20,1845,German Bundesliga,Hertha Berlin,Leverkusen,66.06,75.09,0.3472,0.3851,0.2677,1.33,1.41,,,2.0,1.0,0.48,0.45,0.71,1.06,2.1,1.05
5929,2017,2017-11-18,1845,German Bundesliga,Hertha Berlin,M'gladbach,63.91,70.41,0.378,0.3578,0.2642,1.42,1.38,17.1,45.8,2.0,4.0,1.81,2.36,1.73,0.72,2.1,4.04
7949,2017,2018-02-16,1845,German Bundesliga,Hertha Berlin,Mainz,65.72,61.85,0.4885,0.246,0.2655,1.56,1.03,13.2,42.8,0.0,2.0,0.49,1.11,0.82,1.15,0.0,2.1
10565,2017,2018-05-12,1845,German Bundesliga,Hertha Berlin,RB Leipzig,66.42,70.21,0.4067,0.33,0.2633,1.49,1.31,0.0,17.8,2.0,6.0,1.5,0.95,0.7,1.03,2.1,5.99
4883,2017,2017-10-14,1845,German Bundesliga,Hertha Berlin,Schalke 04,67.39,70.73,0.4036,0.2934,0.303,1.2,0.98,32.7,50.4,0.0,2.0,0.04,1.46,0.36,2.09,0.0,1.51
3309,2017,2017-08-19,1845,German Bundesliga,Hertha Berlin,Stuttgart,65.64,57.75,0.5315,0.2199,0.2486,1.73,1.02,28.4,38.6,2.0,0.0,0.41,0.79,0.83,0.93,2.1,0.0
3872,2017,2017-09-10,1845,German Bundesliga,Hertha Berlin,Werder Bremen,65.74,68.4,0.4185,0.316,0.2655,1.49,1.26,24.7,28.8,1.0,1.0,0.29,0.64,0.86,0.9,1.05,1.05
9074,2017,2018-03-31,1845,German Bundesliga,Hertha Berlin,Wolfsburg,66.15,62.3,0.4805,0.225,0.2944,1.34,0.82,1.7,36.0,0.0,0.0,0.42,0.6,1.21,0.87,0.0,0.0
4880,2017,2017-10-14,1845,German Bundesliga,Hoffenheim,Augsburg,72.42,66.56,0.5161,0.2218,0.2621,1.6,0.95,68.0,35.0,2.0,2.0,1.89,0.94,2.17,1.31,2.1,2.1
3808,2017,2017-09-09,1845,German Bundesliga,Hoffenheim,Bayern Munich,74.64,93.06,0.188,0.6002,0.2118,1.12,2.15,60.6,69.6,2.0,0.0,0.53,2.07,0.36,2.54,2.1,0.0
10569,2017,2018-05-12,1845,German Bundesliga,Hoffenheim,Dortmund,75.68,78.43,0.4222,0.3418,0.236,1.8,1.6,100.0,12.2,3.0,1.0,1.04,1.91,0.87,1.13,3.08,1.05
5898,2017,2017-11-18,1845,German Bundesliga,Hoffenheim,Eintracht Frankfurt,72.43,70.02,0.4769,0.2515,0.2716,1.5,1.01,64.5,46.4,1.0,1.0,0.92,0.43,1.12,1.08,1.05,1.05
9029,2017,2018-03-31,1845,German Bundesliga,Hoffenheim,FC Koln,71.94,62.18,0.5656,0.2061,0.2283,1.96,1.1,28.7,38.8,6.0,0.0,2.72,0.8,1.67,1.15,6.25,0.0
8177,2017,2018-02-24,1845,German Bundesliga,Hoffenheim,Freiburg,69.54,63.76,0.5178,0.231,0.2511,1.7,1.06,27.6,11.2,1.0,1.0,0.58,0.98,1.26,0.87,1.05,1.05
9523,2017,2018-04-14,1845,German Bundesliga,Hoffenheim,Hamburg SV,74.12,59.52,0.6171,0.1586,0.2243,1.93,0.86,46.0,39.6,2.0,0.0,2.81,0.41,1.98,1.07,2.1,0.0
10015,2017,2018-04-27,1845,German Bundesliga,Hoffenheim,Hannover 96,76.46,62.07,0.6226,0.1656,0.2118,2.1,0.98,98.6,0.0,3.0,1.0,1.49,1.44,1.68,1.15,2.74,1.05
4126,2017,2017-09-17,1845,German Bundesliga,Hoffenheim,Hertha Berlin,74.29,65.48,0.5468,0.1888,0.2644,1.57,0.81,59.9,23.1,1.0,1.0,0.53,0.49,1.8,0.89,1.05,1.05
7280,2017,2018-01-20,1845,German Bundesliga,Hoffenheim,Leverkusen,69.56,76.12,0.3764,0.3687,0.2549,1.5,1.49,53.1,78.7,1.0,4.0,0.68,2.1,1.61,2.11,1.05,3.68
5366,2017,2017-10-28,1845,German Bundesliga,Hoffenheim,M'gladbach,72.55,69.3,0.4931,0.2656,0.2413,1.81,1.27,63.7,45.5,1.0,3.0,1.03,2.05,1.88,1.6,1.05,2.86
7787,2017,2018-02-10,1845,German Bundesliga,Hoffenheim,Mainz,69.12,62.63,0.5243,0.2258,0.2499,1.72,1.04,30.4,40.3,4.0,2.0,2.69,1.21,1.67,0.91,3.67,2.1
6362,2017,2017-12-02,1845,German Bundesliga,Hoffenheim,RB Leipzig,69.58,77.49,0.3588,0.3781,0.2631,1.39,1.43,40.7,63.4,4.0,0.0,1.59,0.3,1.15,1.09,3.77,0.0
4316,2017,2017-09-23,1845,German Bundesliga,Hoffenheim,Schalke 04,74.13,71.11,0.4855,0.2504,0.2642,1.57,1.05,67.1,50.1,2.0,0.0,0.91,1.11,1.09,1.82,1.58,0.0
6713,2017,2017-12-13,1845,German Bundesliga,Hoffenheim,Stuttgart,69.42,60.48,0.5474,0.1971,0.2556,1.66,0.88,26.2,26.2,1.0,0.0,1.82,0.64,0.64,0.78,1.05,0.0
3313,2017,2017-08-19,1845,German Bundesliga,Hoffenheim,Werder Bremen,74.64,69.66,0.5157,0.25,0.2343,1.9,1.26,48.7,43.4,1.0,0.0,0.75,0.9,1.76,0.71,1.05,0.0
8550,2017,2018-03-10,1845,German Bundesliga,Hoffenheim,Wolfsburg,70.74,64.49,0.5214,0.2211,0.2576,1.64,0.98,36.4,27.6,3.0,0.0,1.3,0.3,2.1,0.34,2.73,0.0
9027,2017,2018-03-31,1845,German Bundesliga,Leverkusen,Augsburg,76.54,66.33,0.5726,0.1908,0.2366,1.84,0.96,97.9,0.9,0.0,0.0,0.96,0.3,2.18,0.82,0.0,0.0
7145,2017,2018-01-12,1845,German Bundesliga,Leverkusen,Bayern Munich,76.58,92.05,0.2193,0.5628,0.2179,1.26,2.11,76.7,9.2,1.0,3.0,0.66,1.65,1.03,1.71,1.05,2.63
6366,2017,2017-12-02,1845,German Bundesliga,Leverkusen,Dortmund,76.84,82.5,0.3842,0.3926,0.2232,1.89,1.91,71.2,62.6,1.0,1.0,1.58,1.02,1.19,1.93,1.05,0.84
9524,2017,2018-04-14,1845,German Bundesliga,Leverkusen,Eintracht Frankfurt,78.24,71.89,0.5264,0.213,0.2606,1.61,0.93,100.0,94.2,4.0,1.0,2.36,1.14,1.26,1.01,3.57,1.05
5370,2017,2017-10-28,1845,German Bundesliga,Leverkusen,FC Koln,76.82,60.18,0.6462,0.1461,0.2077,2.1,0.89,60.6,46.8,2.0,1.0,1.34,0.86,1.89,0.79,2.1,1.05
4141,2017,2017-09-17,1845,German Bundesliga,Leverkusen,Freiburg,73.58,61.93,0.5901,0.1888,0.2211,2.03,1.06,37.0,35.4,4.0,0.0,2.06,0.57,1.64,0.54,3.78,0.0
4441,2017,2017-09-24,1845,German Bundesliga,Leverkusen,Hamburg SV,74.63,59.43,0.627,0.157,0.216,2.03,0.9,47.1,32.4,3.0,0.0,2.47,0.57,1.92,0.87,2.83,0.0
10566,2017,2018-05-12,1845,German Bundesliga,Leverkusen,Hannover 96,76.9,63.21,0.6109,0.1656,0.2236,1.96,0.91,100.0,0.0,3.0,2.0,3.75,1.75,2.9,1.33,3.15,2.1
7784,2017,2018-02-10,1845,German Bundesliga,Leverkusen,Hertha Berlin,78.69,64.12,0.6241,0.1544,0.2215,1.96,0.85,71.1,15.0,0.0,2.0,1.86,0.92,1.86,0.46,0.0,2.1
3520,2017,2017-08-26,1845,German Bundesliga,Leverkusen,Hoffenheim,74.54,74.82,0.4506,0.299,0.2504,1.67,1.32,59.6,63.9,2.0,2.0,2.22,0.85,1.55,0.73,2.1,2.1
8586,2017,2018-03-10,1845,German Bundesliga,Leverkusen,M'gladbach,77.03,68.57,0.5573,0.211,0.2317,1.92,1.1,86.9,22.7,2.0,0.0,2.71,0.88,2.56,0.85,1.58,0.0
7499,2017,2018-01-28,1845,German Bundesliga,Leverkusen,Mainz,77.74,63.39,0.6255,0.1654,0.2091,2.14,1.0,77.5,28.7,2.0,0.0,1.56,0.14,1.92,0.3,2.1,0.0
5899,2017,2017-11-18,1845,German Bundesliga,Leverkusen,RB Leipzig,76.42,75.79,0.4625,0.2921,0.2454,1.74,1.34,73.5,73.1,2.0,2.0,1.68,2.04,1.29,0.33,2.1,1.89
8260,2017,2018-02-25,1845,German Bundesliga,Leverkusen,Schalke 04,77.64,73.66,0.5027,0.248,0.2493,1.72,1.14,96.9,95.3,0.0,2.0,0.51,1.71,1.08,1.24,0.0,1.5
10091,2017,2018-04-28,1845,German Bundesliga,Leverkusen,Stuttgart,77.01,64.64,0.5926,0.1626,0.2448,1.73,0.78,100.0,0.0,0.0,1.0,2.58,0.83,2.82,0.35,0.0,1.05
6715,2017,2017-12-13,1845,German Bundesliga,Leverkusen,Werder Bremen,77.74,66.9,0.5834,0.1863,0.2304,1.91,0.98,30.7,30.7,1.0,0.0,2.12,0.27,1.35,1.14,1.05,0.0
4971,2017,2017-10-15,1845,German Bundesliga,Leverkusen,Wolfsburg,75.88,68.21,0.5438,0.2108,0.2455,1.76,1.0,59.1,27.6,2.0,2.0,1.69,1.2,1.85,0.98,2.1,2.1
7281,2017,2018-01-20,1845,German Bundesliga,M'gladbach,Augsburg,70.46,69.61,0.4664,0.2894,0.2441,1.76,1.34,59.2,49.6,2.0,0.0,1.47,1.4,1.66,2.3,1.59,0.0
6174,2017,2017-11-25,1845,German Bundesliga,M'gladbach,Bayern Munich,71.16,92.82,0.1596,0.6566,0.1838,1.19,2.52,69.8,31.4,2.0,1.0,1.91,1.38,0.32,3.06,2.1,1.05
8067,2017,2018-02-18,1845,German Bundesliga,M'gladbach,Dortmund,69.08,81.16,0.3112,0.4591,0.2297,1.57,1.93,32.5,63.1,0.0,1.0,2.29,0.42,2.3,1.11,0.0,1.05
3769,2017,2017-09-09,1845,German Bundesliga,M'gladbach,Eintracht Frankfurt,71.1,66.94,0.4969,0.2324,0.2708,1.52,0.95,44.6,25.7,0.0,1.0,0.85,0.55,1.86,1.44,0.0,1.05
3416,2017,2017-08-20,1845,German Bundesliga,M'gladbach,FC Koln,71.95,69.6,0.4791,0.2628,0.2581,1.62,1.14,45.4,32.7,1.0,0.0,1.75,1.07,1.99,1.47,1.05,0.0
10306,2017,2018-05-05,1845,German Bundesliga,M'gladbach,Freiburg,70.22,58.21,0.5851,0.1784,0.2364,1.83,0.9,0.0,10.1,3.0,1.0,1.98,1.56,2.3,2.03,3.15,1.05
6744,2017,2017-12-15,1845,German Bundesliga,M'gladbach,Hamburg SV,70.33,62.54,0.5411,0.2099,0.249,1.72,0.98,48.3,39.5,3.0,1.0,2.48,0.64,1.65,1.2,2.92,1.05
4609,2017,2017-09-30,1845,German Bundesliga,M'gladbach,Hannover 96,69.61,57.99,0.5789,0.1758,0.2453,1.74,0.84,37.1,25.9,2.0,1.0,2.89,1.45,1.82,1.91,2.1,1.05
9274,2017,2018-04-07,1845,German Bundesliga,M'gladbach,Hertha Berlin,68.4,65.7,0.4804,0.244,0.2757,1.47,0.96,0.2,1.0,2.0,1.0,1.47,1.78,0.76,1.73,2.1,1.05
8767,2017,2018-03-17,1845,German Bundesliga,M'gladbach,Hoffenheim,67.57,72.31,0.3997,0.343,0.2573,1.53,1.4,3.9,53.6,3.0,3.0,2.68,2.2,2.28,1.28,3.15,3.15
5144,2017,2017-10-21,1845,German Bundesliga,M'gladbach,Leverkusen,70.83,75.42,0.4015,0.3557,0.2428,1.68,1.57,55.2,57.9,1.0,5.0,2.53,2.13,2.19,1.24,1.05,4.98
5636,2017,2017-11-04,1845,German Bundesliga,M'gladbach,Mainz,70.93,63.86,0.5354,0.2228,0.2418,1.81,1.08,49.1,22.0,1.0,1.0,0.76,0.93,2.18,1.35,1.05,1.05
7635,2017,2018-02-03,1845,German Bundesliga,M'gladbach,RB Leipzig,70.28,72.49,0.4304,0.3249,0.2448,1.71,1.46,60.1,79.3,0.0,1.0,1.64,1.38,1.12,2.0,0.0,1.05
6615,2017,2017-12-09,1845,German Bundesliga,M'gladbach,Schalke 04,70.99,73.92,0.4201,0.326,0.254,1.6,1.38,66.6,72.3,1.0,1.0,1.42,0.72,1.66,1.21,1.05,1.05
4203,2017,2017-09-19,1845,German Bundesliga,M'gladbach,Stuttgart,70.83,59.45,0.5788,0.1897,0.2315,1.9,0.99,,,2.0,0.0,1.3,0.46,1.19,0.72,2.0,0.0
8332,2017,2018-03-02,1845,German Bundesliga,M'gladbach,Werder Bremen,69.45,68.29,0.4644,0.2718,0.2637,1.56,1.13,27.4,14.9,2.0,2.0,1.77,2.22,1.53,2.53,2.1,2.1
9776,2017,2018-04-20,1845,German Bundesliga,M'gladbach,Wolfsburg,67.09,63.94,0.4873,0.2411,0.2716,1.51,0.98,0.0,17.1,3.0,0.0,1.88,0.28,2.3,0.4,3.15,0.0
6363,2017,2017-12-02,1845,German Bundesliga,Mainz,Augsburg,64.14,68.6,0.3977,0.3151,0.2872,1.29,1.12,24.4,31.5,1.0,3.0,0.77,2.2,1.14,0.9,1.05,2.75
7601,2017,2018-02-03,1845,German Bundesliga,Mainz,Bayern Munich,62.56,91.57,0.1255,0.6971,0.1774,0.96,2.47,35.2,0.8,0.0,2.0,0.96,1.73,2.16,2.07,0.0,2.1
6702,2017,2017-12-12,1845,German Bundesliga,Mainz,Dortmund,63.59,81.89,0.2485,0.5259,0.2256,1.34,2.02,33.0,33.0,0.0,2.0,0.56,1.81,1.73,1.95,0.0,1.61
5336,2017,2017-10-27,1845,German Bundesliga,Mainz,Eintracht Frankfurt,64.24,69.4,0.3912,0.3167,0.2921,1.25,1.09,28.2,35.4,1.0,1.0,0.35,0.47,0.82,1.28,1.05,1.05
5897,2017,2017-11-18,1845,German Bundesliga,Mainz,FC Koln,64.42,59.41,0.499,0.2311,0.2699,1.53,0.95,33.2,51.2,1.0,0.0,1.41,0.64,1.17,1.25,1.05,0.0
9684,2017,2018-04-16,1845,German Bundesliga,Mainz,Freiburg,61.07,59.46,0.4593,0.248,0.2927,1.33,0.9,56.0,32.5,2.0,0.0,2.16,0.5,0.97,0.95,1.89,0.0
