,season,date,league_id,league,team1,team2,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,score1,score2,xg1,xg2,nsxg1,nsxg2,adj_score1,adj_score2
652,2019,2019-09-01,1849,Dutch Eredivisie,Vitesse,AZ,56.19,54.07,0.4675,0.2703,0.2622,1.69,1.23,28.0,26.3,2.0,1.0,,,,,,
613,2019,2019-08-03,1849,Dutch Eredivisie,Vitesse,Ajax,53.01,81.76,0.1738,0.6368,0.1894,1.36,2.65,,,2.0,2.0,,,,,,
704,2019,2019-10-26,1849,Dutch Eredivisie,Vitesse,Den Haag,56.67,41.28,0.6226,0.1703,0.2071,2.32,1.14,33.5,24.4,0.0,2.0,,,,,,
788,2019,2020-01-26,1849,Dutch Eredivisie,Vitesse,FC Emmen,53.31,32.67,0.6418,0.1417,0.2165,2.11,0.87,4.6,27.8,1.0,1.0,,,,,,
752,2019,2019-12-08,1849,Dutch Eredivisie,Vitesse,Feyenoord,49.47,53.27,0.4159,0.3363,0.2478,1.78,1.59,1.4,2.7,0.0,0.0,,,,,,
667,2019,2019-09-21,1849,Dutch Eredivisie,Vitesse,Fortuna Sittard,53.95,26.71,0.7601,0.0871,0.1528,2.77,0.86,15.2,40.0,4.0,2.0,,,,,,
720,2019,2019-11-08,1849,Dutch Eredivisie,Vitesse,Groningen,53.15,45.39,0.5186,0.2079,0.2735,1.6,0.91,13.8,3.0,1.0,2.0,,,,,,
812,2019,2020-02-16,1849,Dutch Eredivisie,Vitesse,Heerenveen,51.48,42.96,0.5423,0.2136,0.2441,1.9,1.11,0.8,1.8,4.0,2.0,,,,,,
824,2019,2020-02-23,1849,Dutch Eredivisie,Vitesse,PSV,52.39,64.38,0.3003,0.4393,0.2604,1.35,1.68,2.0,46.3,1.0,2.0,,,,,,
838,2019,2020-03-07,1849,Dutch Eredivisie,Vitesse,Twente,50.41,36.41,0.5782,0.1906,0.2313,2.03,1.08,0.0,22.7,1.0,0.0,,,,,,
687,2019,2019-10-05,1849,Dutch Eredivisie,Vitesse,Utrecht,53.87,48.17,0.5216,0.244,0.2344,2.04,1.34,14.0,4.5,2.0,1.0,,,,,,
773,2019,2019-12-22,1849,Dutch Eredivisie,Vitesse,VVV Venlo,51.31,27.7,0.7072,0.1115,0.1813,2.47,0.88,2.3,49.9,3.0,0.0,,,,,,
630,2019,2019-08-16,1849,Dutch Eredivisie,Vitesse,Zwolle,55.22,35.09,0.6551,0.1415,0.2034,2.28,0.96,25.4,29.6,3.0,0.0,,,,,,
626,2019,2019-08-11,1849,Dutch Eredivisie,Waalwijk,AZ,35.3,53.3,0.2901,0.4266,0.2833,1.15,1.45,30.3,21.4,0.0,2.0,,,,,,
693,2019,2019-10-19,1849,Dutch Eredivisie,Waalwijk,Ajax,26.16,84.18,0.0346,0.8823,0.0831,0.68,3.62,41.9,63.7,1.0,2.0,,,,,,
642,2019,2019-08-25,1849,Dutch Eredivisie,Waalwijk,Den Haag,34.66,44.56,0.3712,0.3654,0.2634,1.53,1.51,35.9,20.7,0.0,3.0,,,,,,
734,2019,2019-11-24,1849,Dutch Eredivisie,Waalwijk,FC Emmen,29.1,32.27,0.4172,0.3173,0.2656,1.59,1.36,41.1,43.8,1.0,1.0,,,,,,
753,2019,2019-12-08,1849,Dutch Eredivisie,Waalwijk,Heerenveen,30.29,46.32,0.3307,0.4086,0.2607,1.44,1.63,45.8,1.0,1.0,3.0,,,,,,
712,2019,2019-11-02,1849,Dutch Eredivisie,Waalwijk,Heracles,26.93,42.77,0.3124,0.4333,0.2543,1.44,1.73,30.1,4.5,2.0,0.0,,,,,,
653,2019,2019-09-01,1849,Dutch Eredivisie,Waalwijk,PSV,32.54,71.34,0.1199,0.6773,0.2028,0.8,2.2,38.6,59.7,1.0,3.0,,,,,,
817,2019,2020-02-21,1849,Dutch Eredivisie,Waalwijk,Sparta,27.18,39.93,0.3197,0.4075,0.2727,1.31,1.51,7.3,7.7,0.0,1.0,,,,,,
765,2019,2019-12-20,1849,Dutch Eredivisie,Waalwijk,Twente,28.75,36.26,0.3793,0.3543,0.2665,1.52,1.46,33.2,26.3,3.0,0.0,,,,,,
831,2019,2020-03-01,1849,Dutch Eredivisie,Waalwijk,Utrecht,26.44,52.3,0.2137,0.5399,0.2465,1.09,1.87,2.9,1.4,2.0,1.0,,,,,,
786,2019,2020-01-25,1849,Dutch Eredivisie,Waalwijk,VVV Venlo,29.92,27.3,0.4674,0.2719,0.2606,1.7,1.24,36.0,57.1,1.0,2.0,,,,,,
679,2019,2019-09-29,1849,Dutch Eredivisie,Waalwijk,Vitesse,27.88,53.71,0.2308,0.5422,0.227,1.34,2.14,38.9,14.2,1.0,2.0,,,,,,
805,2019,2020-02-08,1849,Dutch Eredivisie,Waalwijk,Zwolle,27.63,36.01,0.3471,0.3904,0.2625,1.47,1.58,12.7,34.0,0.0,0.0,,,,,,
691,2019,2019-10-06,1849,Dutch Eredivisie,Willem II,AZ,35.27,60.09,0.2146,0.5402,0.2451,1.11,1.88,20.0,30.5,1.0,1.0,,,,,,
639,2019,2019-08-24,1849,Dutch Eredivisie,Willem II,FC Emmen,38.04,33.43,0.4958,0.252,0.2522,1.81,1.23,23.7,32.8,2.0,1.0,,,,,,
651,2019,2019-09-01,1849,Dutch Eredivisie,Willem II,Feyenoord,38.34,57.75,0.2671,0.4964,0.2365,1.43,2.01,13.8,17.0,0.0,1.0,,,,,,
769,2019,2019-12-21,1849,Dutch Eredivisie,Willem II,Fortuna Sittard,44.93,27.78,0.6121,0.1805,0.2075,2.35,1.21,1.5,47.7,0.0,0.0,,,,,,
826,2019,2020-02-28,1849,Dutch Eredivisie,Willem II,Groningen,43.46,46.29,0.3822,0.2967,0.3211,1.15,0.97,0.8,0.1,3.0,1.0,,,,,,
797,2019,2020-02-02,1849,Dutch Eredivisie,Willem II,Heracles,47.0,44.01,0.4915,0.2605,0.248,1.86,1.3,5.1,1.9,1.0,0.0,,,,,,
726,2019,2019-11-10,1849,Dutch Eredivisie,Willem II,PSV,35.62,66.41,0.1574,0.638,0.2046,1.07,2.32,10.2,56.5,2.0,1.0,,,,,,
739,2019,2019-11-30,1849,Dutch Eredivisie,Willem II,Sparta,37.78,42.18,0.4086,0.3277,0.2637,1.6,1.41,5.1,4.8,4.0,0.0,,,,,,
815,2019,2020-02-16,1849,Dutch Eredivisie,Willem II,Utrecht,45.68,52.28,0.3935,0.342,0.2646,1.56,1.44,5.3,3.7,1.0,1.0,,,,,,
666,2019,2019-09-21,1849,Dutch Eredivisie,Willem II,VVV Venlo,35.71,36.99,0.4506,0.3033,0.2462,1.85,1.49,26.3,18.7,1.0,0.0,,,,,,
624,2019,2019-08-10,1849,Dutch Eredivisie,Willem II,Vitesse,38.92,53.98,0.3094,0.4599,0.2307,1.68,2.07,18.5,22.3,0.0,2.0,,,,,,
703,2019,2019-10-26,1849,Dutch Eredivisie,Willem II,Waalwijk,36.72,27.0,0.5478,0.2112,0.241,1.93,1.12,15.7,36.8,2.0,1.0,,,,,,
790,2019,2020-01-26,1849,Dutch Eredivisie,Willem II,Zwolle,47.58,34.76,0.5695,0.2073,0.2232,2.16,1.24,7.7,39.1,0.0,0.0,,,,,,
751,2019,2019-12-07,1849,Dutch Eredivisie,Zwolle,AZ,35.35,69.57,0.1508,0.6421,0.2071,1.0,2.26,40.3,48.0,0.0,3.0,,,,,,
711,2019,2019-11-01,1849,Dutch Eredivisie,Zwolle,Ajax,33.83,83.76,0.0609,0.8221,0.1171,0.83,3.23,34.6,44.6,2.0,4.0,,,,,,
698,2019,2019-10-20,1849,Dutch Eredivisie,Zwolle,Den Haag,34.72,42.81,0.3851,0.357,0.2579,1.61,1.54,36.7,22.9,3.0,1.0,,,,,,
816,2019,2020-02-16,1849,Dutch Eredivisie,Zwolle,Feyenoord,36.19,59.83,0.239,0.5203,0.2407,1.26,1.95,34.3,34.5,3.0,4.0,,,,,,
731,2019,2019-11-23,1849,Dutch Eredivisie,Zwolle,Fortuna Sittard,34.66,28.85,0.5246,0.2439,0.2315,2.08,1.37,53.4,55.3,3.0,1.0,,,,,,
796,2019,2020-02-01,1849,Dutch Eredivisie,Zwolle,Groningen,35.14,47.53,0.3553,0.3345,0.3102,1.16,1.11,44.5,0.1,1.0,0.0,,,,,,
680,2019,2019-09-29,1849,Dutch Eredivisie,Zwolle,PSV,37.01,73.14,0.1307,0.6816,0.1878,1.0,2.47,25.0,47.2,0.0,4.0,,,,,,
644,2019,2019-08-25,1849,Dutch Eredivisie,Zwolle,Sparta,33.83,42.25,0.3878,0.3285,0.2837,1.39,1.26,36.8,10.5,2.0,2.0,,,,,,
774,2019,2020-01-17,1849,Dutch Eredivisie,Zwolle,Utrecht,34.08,50.89,0.319,0.4254,0.2555,1.45,1.71,39.4,2.6,3.0,3.0,,,,,,
828,2019,2020-02-29,1849,Dutch Eredivisie,Zwolle,Vitesse,36.15,51.7,0.3398,0.4019,0.2582,1.49,1.64,45.4,0.1,4.0,3.0,,,,,,
659,2019,2019-09-15,1849,Dutch Eredivisie,Zwolle,Waalwijk,35.81,32.32,0.4885,0.245,0.2666,1.65,1.1,43.6,45.1,6.0,2.0,,,,,,
612,2019,2019-08-02,1849,Dutch Eredivisie,Zwolle,Willem II,37.45,37.07,0.4632,0.2838,0.253,1.78,1.35,,,1.0,3.0,,,,,,
1097,2020,2021-01-31,1849,Dutch Eredivisie,AZ,Ajax,61.98,79.34,0.2739,0.4831,0.243,1.4,1.92,50.9,45.0,0.0,3.0,2.23,2.29,1.27,1.1,0.0,2.63
1066,2020,2021-01-16,1849,Dutch Eredivisie,AZ,Den Haag,61.3,25.65,0.8239,0.0472,0.1289,2.74,0.52,25.5,46.2,2.0,1.0,3.23,0.93,3.68,0.15,2.1,1.05
997,2020,2020-11-22,1849,Dutch Eredivisie,AZ,FC Emmen,60.76,32.36,0.7603,0.0759,0.1638,2.48,0.65,26.2,45.5,1.0,0.0,3.2,0.61,2.94,0.77,1.05,0.0
1131,2020,2021-02-28,1849,Dutch Eredivisie,AZ,Feyenoord,63.15,59.7,0.5056,0.2409,0.2535,1.79,1.17,54.7,34.6,4.0,2.0,1.92,1.02,1.06,1.2,4.05,2.1
1200,2020,2021-05-08,1849,Dutch Eredivisie,AZ,Fortuna Sittard,64.13,39.88,0.7717,0.0677,0.1605,2.46,0.59,100.0,0.0,1.0,0.0,1.9,0.49,0.63,1.09,1.05,0.0
1013,2020,2020-12-06,1849,Dutch Eredivisie,AZ,Groningen,63.93,41.73,0.6865,0.0859,0.2276,1.83,0.47,44.8,3.5,1.0,2.0,0.68,1.34,0.63,1.26,1.05,1.68
1108,2020,2021-02-14,1849,Dutch Eredivisie,AZ,Heerenveen,62.29,40.88,0.6966,0.1107,0.1927,2.29,0.79,33.5,0.2,3.0,1.0,2.75,1.29,2.03,1.26,2.88,1.05
1223,2020,2021-05-16,1849,Dutch Eredivisie,AZ,Heracles,63.74,42.49,0.5054,0.2205,0.274,1.59,0.96,0.0,0.0,5.0,0.0,4.76,0.49,2.32,0.5,4.72,0.0
1156,2020,2021-03-21,1849,Dutch Eredivisie,AZ,PSV,63.67,68.04,0.4033,0.3418,0.2549,1.68,1.53,84.3,91.8,2.0,0.0,0.43,1.74,1.3,1.56,2.1,0.0
1171,2020,2021-04-10,1849,Dutch Eredivisie,AZ,Sparta,63.04,42.84,0.711,0.0986,0.1903,2.26,0.71,68.9,0.0,2.0,0.0,2.77,0.31,2.35,0.8,2.1,0.0
1144,2020,2021-03-13,1849,Dutch Eredivisie,AZ,Twente,63.09,43.9,0.6635,0.1249,0.2116,2.11,0.79,28.8,0.0,4.0,1.0,1.73,0.72,2.19,0.79,4.0,1.05
1083,2020,2021-01-27,1849,Dutch Eredivisie,AZ,Utrecht,63.15,52.95,0.5908,0.1779,0.2312,2.01,1.01,42.8,0.2,0.0,1.0,1.25,1.39,1.44,0.92,0.0,1.05
953,2020,2020-10-17,1849,Dutch Eredivisie,AZ,VVV Venlo,59.87,31.62,0.7653,0.0695,0.1653,2.4,0.58,33.5,41.7,2.0,2.0,1.86,1.97,1.93,1.37,2.1,1.68
1038,2020,2020-12-23,1849,Dutch Eredivisie,AZ,Vitesse,60.04,52.16,0.5209,0.2252,0.2539,1.79,1.1,32.8,42.6,3.0,1.0,1.87,1.57,1.01,1.58,3.03,1.05
979,2020,2020-11-01,1849,Dutch Eredivisie,AZ,Waalwijk,58.91,28.6,0.7736,0.0652,0.1612,2.43,0.56,19.5,41.2,3.0,0.0,3.83,0.24,2.93,0.36,2.59,0.0
1033,2020,2020-12-20,1849,Dutch Eredivisie,AZ,Willem II,60.8,35.42,0.7337,0.0879,0.1784,2.36,0.68,29.2,45.3,5.0,3.0,1.58,1.57,1.8,0.55,5.25,3.15
927,2020,2020-09-19,1849,Dutch Eredivisie,AZ,Zwolle,63.21,36.52,0.7756,0.0611,0.1633,2.36,0.51,51.7,30.1,1.0,1.0,0.77,0.98,1.72,1.32,1.05,0.84
1185,2020,2021-04-25,1849,Dutch Eredivisie,Ajax,AZ,81.75,63.87,0.5919,0.18,0.228,2.05,1.04,0.6,94.6,2.0,0.0,2.76,0.88,3.2,0.77,1.59,0.0
1159,2020,2021-03-21,1849,Dutch Eredivisie,Ajax,Den Haag,81.72,24.3,0.9513,0.0062,0.0425,3.71,0.2,6.8,11.5,5.0,0.0,3.29,0.05,4.73,0.04,5.25,0.0
1195,2020,2021-05-02,1849,Dutch Eredivisie,Ajax,FC Emmen,82.19,37.29,0.8417,0.0411,0.1172,2.86,0.51,0.0,63.5,4.0,0.0,2.54,0.96,2.97,0.4,4.1,0.0
1070,2020,2021-01-17,1849,Dutch Eredivisie,Ajax,Feyenoord,80.68,60.29,0.6988,0.1088,0.1924,2.29,0.78,76.9,51.6,1.0,0.0,0.74,0.83,2.5,1.48,1.05,0.0
972,2020,2020-10-31,1849,Dutch Eredivisie,Ajax,Fortuna Sittard,79.29,31.84,0.9241,0.0137,0.0622,3.46,0.32,62.2,36.5,5.0,2.0,6.19,0.8,3.6,0.67,4.24,2.1
1137,2020,2021-03-07,1849,Dutch Eredivisie,Ajax,Groningen,79.01,43.34,0.8413,0.0304,0.1283,2.51,0.31,27.7,0.1,3.0,1.0,4.13,1.13,2.52,1.01,2.98,1.05
956,2020,2020-10-18,1849,Dutch Eredivisie,Ajax,Heerenveen,74.68,40.98,0.861,0.0327,0.1063,2.92,0.44,78.7,17.5,5.0,1.0,2.77,1.11,2.23,1.28,4.78,1.05
992,2020,2020-11-22,1849,Dutch Eredivisie,Ajax,Heracles,79.87,41.32,0.886,0.0234,0.0906,3.04,0.36,67.0,17.7,5.0,0.0,2.05,0.37,2.01,1.03,5.09,0.0
1052,2020,2021-01-10,1849,Dutch Eredivisie,Ajax,PSV,80.35,66.8,0.6175,0.1634,0.2191,2.13,1.0,100.0,100.0,2.0,2.0,1.72,1.17,3.0,0.86,2.1,2.1
1120,2020,2021-02-21,1849,Dutch Eredivisie,Ajax,Sparta,79.63,41.29,0.8737,0.0264,0.0998,2.92,0.37,30.2,1.6,4.0,2.0,1.92,1.87,3.13,1.97,4.2,2.1
1010,2020,2020-12-05,1849,Dutch Eredivisie,Ajax,Twente,81.47,41.0,0.9031,0.0181,0.0789,3.16,0.32,58.1,5.1,1.0,2.0,1.99,0.67,3.16,1.05,1.05,2.1
1178,2020,2021-04-22,1849,Dutch Eredivisie,Ajax,Utrecht,82.42,56.61,0.5844,0.1906,0.225,2.11,1.13,0.2,0.0,1.0,1.0,1.91,0.93,2.21,0.77,1.05,1.05
1213,2020,2021-05-13,1849,Dutch Eredivisie,Ajax,VVV Venlo,81.32,25.91,0.9125,0.0202,0.0673,3.6,0.46,0.0,68.9,3.0,1.0,3.67,1.26,3.37,1.78,2.97,0.84
939,2020,2020-09-26,1849,Dutch Eredivisie,Ajax,Vitesse,76.53,49.41,0.8063,0.0501,0.1436,2.53,0.48,77.1,29.8,2.0,1.0,2.13,2.12,1.59,2.18,2.1,0.84
934,2020,2020-09-20,1849,Dutch Eredivisie,Ajax,Waalwijk,76.95,28.9,0.917,0.0113,0.0717,3.1,0.21,56.6,47.1,3.0,0.0,2.81,0.36,2.06,1.0,2.89,0.0
1088,2020,2021-01-28,1849,Dutch Eredivisie,Ajax,Willem II,79.89,33.12,0.9182,0.016,0.0658,3.45,0.35,69.4,55.1,3.0,1.0,2.91,0.78,3.11,0.5,2.72,1.05
1019,2020,2020-12-12,1849,Dutch Eredivisie,Ajax,Zwolle,79.67,40.3,0.8922,0.0203,0.0875,3.03,0.32,62.3,11.8,4.0,0.0,3.03,0.52,3.5,0.2,3.68,0.0
970,2020,2020-10-25,1849,Dutch Eredivisie,Den Haag,AZ,32.67,58.64,0.2285,0.5236,0.2478,1.15,1.86,41.2,26.6,2.0,2.0,1.26,1.88,1.05,3.27,2.1,2.1
1032,2020,2020-12-20,1849,Dutch Eredivisie,Den Haag,Ajax,27.05,80.31,0.0517,0.8342,0.1141,0.7,3.13,55.0,74.7,2.0,4.0,0.69,2.85,0.4,4.14,2.1,4.2
1072,2020,2021-01-23,1849,Dutch Eredivisie,Den Haag,FC Emmen,25.62,27.76,0.4433,0.285,0.2717,1.57,1.21,46.7,29.0,0.0,0.0,0.77,1.03,0.72,0.98,0.0,0.0
1193,2020,2021-05-02,1849,Dutch Eredivisie,Den Haag,Feyenoord,22.1,59.2,0.1836,0.579,0.2374,1.0,1.94,0.9,0.1,3.0,2.0,1.58,1.43,0.9,2.19,3.15,2.1
1184,2020,2021-04-25,1849,Dutch Eredivisie,Den Haag,Fortuna Sittard,22.71,35.9,0.3103,0.4013,0.2885,1.18,1.38,1.7,0.0,0.0,3.0,1.39,2.13,2.19,1.41,0.0,2.98
931,2020,2020-09-20,1849,Dutch Eredivisie,Den Haag,Groningen,32.06,40.67,0.3713,0.3136,0.3151,1.16,1.04,44.6,25.4,0.0,1.0,0.35,1.06,0.95,1.52,0.0,1.05
1000,2020,2020-11-28,1849,Dutch Eredivisie,Den Haag,Heerenveen,27.87,40.89,0.3508,0.3916,0.2577,1.53,1.63,43.7,4.3,1.0,1.0,0.6,2.32,0.64,3.27,1.05,1.05
1143,2020,2021-03-13,1849,Dutch Eredivisie,Den Haag,Heracles,24.52,42.78,0.2732,0.4337,0.2931,1.04,1.39,11.7,0.1,1.0,2.0,0.98,1.49,1.12,1.54,1.05,2.1
1106,2020,2021-02-13,1849,Dutch Eredivisie,Den Haag,PSV,24.8,67.06,0.093,0.7354,0.1716,0.77,2.49,35.1,72.7,2.0,2.0,0.65,5.04,0.59,2.91,2.1,2.1
1096,2020,2021-01-31,1849,Dutch Eredivisie,Den Haag,Sparta,24.83,42.74,0.2911,0.4348,0.2741,1.21,1.54,30.9,3.6,1.0,1.0,0.95,1.12,0.58,1.39,1.05,1.05
981,2020,2020-11-07,1849,Dutch Eredivisie,Den Haag,Twente,31.53,41.5,0.3794,0.3419,0.2787,1.41,1.33,42.1,7.2,2.0,4.0,0.72,1.97,0.94,1.95,2.1,3.68
1166,2020,2021-04-04,1849,Dutch Eredivisie,Den Haag,Utrecht,23.56,55.34,0.1746,0.5949,0.2305,0.99,2.01,11.4,0.0,1.0,4.0,0.34,3.44,0.58,2.58,1.05,4.12
1056,2020,2021-01-13,1849,Dutch Eredivisie,Den Haag,VVV Venlo,27.12,28.2,0.4367,0.2986,0.2647,1.63,1.31,57.9,62.8,1.0,4.0,1.19,2.84,1.78,1.16,1.05,3.79
957,2020,2020-10-18,1849,Dutch Eredivisie,Den Haag,Vitesse,32.77,53.1,0.2702,0.4659,0.2639,1.21,1.67,41.9,30.3,0.0,2.0,1.34,1.48,1.58,0.83,0.0,2.08
1125,2020,2021-02-27,1849,Dutch Eredivisie,Den Haag,Waalwijk,24.54,31.8,0.3602,0.344,0.2958,1.25,1.22,27.9,35.0,0.0,0.0,1.2,0.15,1.13,0.78,0.0,0.0
1209,2020,2021-05-13,1849,Dutch Eredivisie,Den Haag,Willem II,24.71,35.05,0.2703,0.451,0.2787,1.12,1.52,17.6,100.0,1.0,4.0,1.3,3.39,1.14,1.11,1.05,4.2
1040,2020,2020-12-23,1849,Dutch Eredivisie,Den Haag,Zwolle,27.27,39.18,0.3491,0.3725,0.2784,1.35,1.4,47.7,21.0,0.0,2.0,0.4,0.85,1.0,0.94,0.0,1.74
1100,2020,2021-02-06,1849,Dutch Eredivisie,FC Emmen,AZ,27.13,61.61,0.1474,0.6376,0.2151,0.92,2.14,12.3,29.5,0.0,1.0,0.45,1.32,0.44,2.91,0.0,1.05
999,2020,2020-11-28,1849,Dutch Eredivisie,FC Emmen,Ajax,32.01,80.06,0.0756,0.784,0.1403,0.82,2.9,49.5,58.6,0.0,5.0,0.11,3.91,0.33,3.5,0.0,4.95
1018,2020,2020-12-12,1849,Dutch Eredivisie,FC Emmen,Den Haag,30.94,27.68,0.4878,0.2462,0.266,1.66,1.11,47.7,50.1,1.0,1.0,1.75,0.59,2.83,0.4,1.05,1.05
977,2020,2020-11-01,1849,Dutch Eredivisie,FC Emmen,Feyenoord,32.41,56.73,0.242,0.5106,0.2473,1.22,1.87,47.0,31.9,2.0,3.0,1.15,3.13,0.31,3.6,2.1,2.52
960,2020,2020-10-18,1849,Dutch Eredivisie,FC Emmen,Fortuna Sittard,33.78,33.03,0.4646,0.2662,0.2692,1.61,1.16,50.3,46.2,2.0,2.0,1.52,0.88,0.76,0.72,2.1,2.1
1202,2020,2021-05-09,1849,Dutch Eredivisie,FC Emmen,Groningen,37.28,38.8,0.516,0.1985,0.2856,1.5,0.82,91.8,0.0,0.0,4.0,0.27,1.64,0.77,2.03,0.0,3.92
1208,2020,2021-05-13,1849,Dutch Eredivisie,FC Emmen,Heerenveen,34.23,39.58,0.4847,0.2498,0.2655,1.66,1.12,99.0,0.0,3.0,1.0,3.55,0.22,1.44,0.59,2.49,1.05
1183,2020,2021-04-25,1849,Dutch Eredivisie,FC Emmen,Heracles,36.09,43.05,0.4477,0.2571,0.2952,1.39,0.98,77.3,0.0,3.0,1.0,1.49,1.12,1.73,0.53,2.63,1.05
1081,2020,2021-01-26,1849,Dutch Eredivisie,FC Emmen,PSV,28.3,64.65,0.1196,0.6858,0.1946,0.85,2.31,26.2,77.3,0.0,2.0,0.22,2.62,0.42,2.53,0.0,1.64
1132,2020,2021-03-05,1849,Dutch Eredivisie,FC Emmen,Sparta,28.74,41.63,0.3249,0.3898,0.2852,1.24,1.38,13.3,7.3,1.0,1.0,1.69,1.04,1.47,0.67,1.05,1.05
1045,2020,2021-01-09,1849,Dutch Eredivisie,FC Emmen,Twente,31.16,42.44,0.3731,0.3462,0.2807,1.38,1.32,44.5,2.6,1.0,4.0,0.72,1.63,0.46,1.4,1.05,4.2
1035,2020,2020-12-22,1849,Dutch Eredivisie,FC Emmen,Utrecht,31.78,50.56,0.3068,0.4172,0.276,1.25,1.5,48.2,5.9,2.0,3.0,0.8,2.63,1.14,1.95,2.1,3.15
921,2020,2020-09-13,1849,Dutch Eredivisie,FC Emmen,VVV Venlo,35.87,31.67,0.4886,0.23,0.2814,1.52,0.96,38.4,43.3,3.0,5.0,0.89,3.3,1.76,1.82,3.15,4.73
1062,2020,2021-01-16,1849,Dutch Eredivisie,FC Emmen,Vitesse,28.19,52.77,0.2206,0.5188,0.2606,1.03,1.72,33.1,35.2,1.0,4.0,1.56,1.56,0.7,1.88,1.05,3.68
1168,2020,2021-04-04,1849,Dutch Eredivisie,FC Emmen,Waalwijk,32.08,32.1,0.4455,0.2603,0.2942,1.39,1.0,25.8,27.1,3.0,1.0,4.01,0.25,1.63,0.99,3.15,1.05
942,2020,2020-09-27,1849,Dutch Eredivisie,FC Emmen,Willem II,33.76,43.96,0.3701,0.3578,0.2721,1.45,1.42,39.6,16.3,1.0,1.0,1.42,1.09,0.99,1.79,1.05,1.05
1113,2020,2021-02-20,1849,Dutch Eredivisie,FC Emmen,Zwolle,26.08,38.92,0.3106,0.3877,0.3017,1.1,1.27,2.7,5.9,3.0,2.0,1.28,1.38,1.51,0.81,3.15,2.1
1079,2020,2021-01-24,1849,Dutch Eredivisie,Feyenoord,AZ,60.8,61.38,0.4621,0.2703,0.2675,1.63,1.19,55.3,47.2,2.0,3.0,1.07,3.27,1.8,1.56,2.1,3.15
1203,2020,2021-05-09,1849,Dutch Eredivisie,Feyenoord,Ajax,57.31,82.24,0.281,0.4672,0.2518,1.35,1.8,0.0,0.0,0.0,3.0,2.79,0.5,2.39,0.76,0.0,2.92
940,2020,2020-09-27,1849,Dutch Eredivisie,Feyenoord,Den Haag,58.22,30.97,0.7569,0.0738,0.1693,2.38,0.6,35.9,44.9,4.0,2.0,3.19,1.75,2.52,0.75,3.84,2.1
1153,2020,2021-03-20,1849,Dutch Eredivisie,Feyenoord,FC Emmen,61.13,30.92,0.7676,0.0643,0.1682,2.32,0.52,5.5,29.1,1.0,1.0,1.32,1.31,2.31,0.6,1.05,1.05
1164,2020,2021-04-04,1849,Dutch Eredivisie,Feyenoord,Fortuna Sittard,59.85,38.07,0.5919,0.1716,0.2365,1.94,0.94,1.0,0.0,2.0,0.0,2.25,0.49,2.15,1.38,1.78,0.0
985,2020,2020-11-08,1849,Dutch Eredivisie,Feyenoord,Groningen,59.4,42.32,0.6337,0.1288,0.2375,1.85,0.69,42.2,8.7,2.0,0.0,1.76,0.52,1.58,0.52,1.6,0.0
1042,2020,2020-12-23,1849,Dutch Eredivisie,Feyenoord,Heerenveen,57.64,42.67,0.6321,0.1503,0.2176,2.12,0.92,28.1,2.6,3.0,0.0,3.41,0.63,3.16,0.81,2.63,0.0
1012,2020,2020-12-06,1849,Dutch Eredivisie,Feyenoord,Heracles,57.45,39.7,0.6386,0.1403,0.2211,2.05,0.84,33.3,21.4,0.0,0.0,2.39,0.52,1.64,0.81,0.0,0.0
1094,2020,2021-01-31,1849,Dutch Eredivisie,Feyenoord,PSV,57.64,65.75,0.3397,0.3901,0.2702,1.39,1.5,32.0,74.3,3.0,1.0,1.21,2.0,0.97,2.47,3.15,1.05
955,2020,2020-10-18,1849,Dutch Eredivisie,Feyenoord,Sparta,59.25,37.38,0.6896,0.1183,0.1921,2.34,0.86,48.4,30.0,1.0,1.0,1.15,1.93,1.67,1.21,1.05,1.05
933,2020,2020-09-20,1849,Dutch Eredivisie,Feyenoord,Twente,58.13,37.65,0.6689,0.1182,0.2129,2.07,0.73,41.3,22.6,1.0,1.0,3.72,0.51,2.06,1.12,1.05,1.05
1004,2020,2020-11-29,1849,Dutch Eredivisie,Feyenoord,Utrecht,59.66,48.66,0.5926,0.1777,0.2297,2.03,1.01,38.8,6.1,1.0,1.0,0.87,1.75,1.0,1.85,1.05,1.05
1133,2020,2021-03-06,1849,Dutch Eredivisie,Feyenoord,VVV Venlo,59.45,29.7,0.777,0.0727,0.1503,2.67,0.7,7.6,30.5,6.0,0.0,2.22,0.22,2.6,0.31,5.86,0.0
1186,2020,2021-04-25,1849,Dutch Eredivisie,Feyenoord,Vitesse,60.16,50.58,0.5293,0.2089,0.2618,1.7,0.97,0.8,0.9,0.0,0.0,1.86,1.66,0.91,1.15,0.0,0.0
1220,2020,2021-05-16,1849,Dutch Eredivisie,Feyenoord,Waalwijk,58.8,28.81,0.5615,0.1973,0.2412,1.92,1.05,0.0,0.0,3.0,0.0,1.97,0.17,1.13,0.3,3.15,0.0
1110,2020,2021-02-14,1849,Dutch Eredivisie,Feyenoord,Willem II,57.69,33.94,0.6928,0.113,0.1942,2.28,0.8,24.5,50.6,5.0,0.0,2.97,0.6,1.92,0.42,4.93,0.0
1058,2020,2021-01-13,1849,Dutch Eredivisie,Feyenoord,Zwolle,60.0,39.55,0.686,0.1005,0.2136,2.0,0.61,49.2,7.4,1.0,0.0,1.94,0.49,2.02,0.32,1.05,0.0
